S_number,Brand,Model,Variant,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,paint_color,condition,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
176,Mini,Countryman,Cooper D      ,Jaipur,2017,8525,Diesel,Automatic,Second,17,1998,112,5,,2300000,black,,20,52,1,0,2,0
177,Hyundai,i20,Asta 1.4 CRDi     ,Bangalore,2014,29000,Diesel,Manual,First,23,1396,89,5,,835000,red,excellent,10,210,1,1,0,8
178,Audi,A6,2011-2015 2 TDI Premium Plus   ,Mumbai,2014,40000,Diesel,Automatic,First,18,1968,174,5,,2295000,white,good,1,11,1,0,0,10
179,Chevrolet,Beat,Diesel LT      ,Jaipur,2012,88000,Diesel,Manual,First,25,936,58,5,,150000,blue,like new,4,26,1,1,0,1
180,Skoda,Superb,Elegance 1.8 TSI AT    ,Kochi,2012,53537,Petrol,Automatic,First,14,1798,158,5,,689000,blue,fair,25,168,4,0,0,1
181,Ford,Fiesta,1.4 TDCi EXI Limited Edition   ,Chennai,2006,216000,Diesel,Manual,Second,18,1399,68,5,,145000,black,like new,8,76,1,1,2,0
182,BMW,5,Series 520d Luxury Line    ,Hyderabad,2014,51000,Diesel,Automatic,First,22,1995,190,5,69.47 Lakh,3350000,white,,2,3,1,0,0,10
183,Chevrolet,Optra,Magnum 1.6 LS BS3    ,Jaipur,2007,118500,Petrol,Manual,First,13,1598,103,5,,125000,blue,good,4,124,4,1,0,1
184,Volkswagen,Polo,Diesel Highline 1.2L     ,Hyderabad,2012,63000,Diesel,Manual,First,22,1199,74,5,,420000,black,like new,29,131,1,1,0,0
185,Renault,Lodgy,110PS RxZ 8 Seater    ,Mumbai,2015,25000,Diesel,Manual,First,20,1461,109,8,,675000,black,like new,24,108,1,1,0,0
186,Mercedes-Benz,E-Class,E250 CDI Avantgrade     ,Bangalore,2014,37382,Diesel,Automatic,First,13,2143,201,5,,3200000,,excellent,19,60,1,0,0,-1
187,Maruti,Baleno,Alpha       ,Kochi,2017,24773,Petrol,Manual,First,21,1197,83,5,8.78 Lakh,750000,red,like new,18,25,4,1,0,8
188,Hyundai,Verna,1.6 SX      ,Delhi,2012,62000,Diesel,Manual,First,22,1582,126,5,,459999,,,10,184,1,1,0,-1
189,Hyundai,i10,Magna 1.1      ,Kochi,2017,52340,Petrol,Manual,First,20,1086,68,5,,404000,,,10,209,4,1,0,-1
190,Mahindra,Scorpio,1.99 S10 4WD     ,Kochi,2016,56739,Diesel,Manual,First,15,1997,120,7,,1031000,,,17,161,1,1,0,-1
191,Land,Rover,Range Rover 2.2L Dynamic    ,Coimbatore,2018,36091,Diesel,Automatic,First,13,2179,188,5,,5576000,black,,16,146,1,0,0,0
192,Ford,Figo,Diesel ZXI      ,Chennai,2010,120000,Diesel,Manual,First,20,1399,68,5,,260000,,,8,77,1,1,0,-1
193,Maruti,Ertiga,ZDI       ,Mumbai,2016,33000,Diesel,Manual,First,25,1248,89,7,12.74 Lakh,850000,,,18,69,1,1,0,-1
194,Honda,City,1.5 GXI      ,Ahmedabad,2007,60006,Petrol,Manual,First,0,,,,,295000,white,,9,44,4,1,0,10
195,Honda,Amaze,S i-Dtech      ,Kolkata,2014,52000,Diesel,Manual,First,26,1498,99,5,,350000,,salvage,9,16,1,1,0,-1
196,Hyundai,i10,Magna       ,Jaipur,2015,43571,Petrol,Manual,First,20,1197,79,5,,355000,custom,like new,10,209,4,1,0,3
197,Honda,Amaze,S i-Dtech      ,Kolkata,2013,50000,Diesel,Manual,First,26,1498,99,5,,325000,custom,like new,9,16,1,1,0,3
198,Skoda,Laura,Ambiente       ,Hyderabad,2008,113000,Diesel,Manual,First,18,1896,106,5,,450000,black,excellent,25,106,1,1,0,0
199,Renault,Duster,85PS Diesel RxL     ,Delhi,2014,90000,Diesel,Manual,First,20,1461,84,5,,535000,,,24,57,1,1,0,-1
200,Mahindra,NuvoSport,N6       ,Chennai,2017,29000,Diesel,Manual,Second,17,1493,100,7,10.52 Lakh,650000,white,excellent,17,120,1,1,2,10
201,Maruti,Vitara,Brezza ZDi Plus Dual Tone   ,Mumbai,2016,20000,Diesel,Manual,First,24,1248,89,5,11.98 Lakh,900000,silver,,18,186,1,1,0,9
202,Hyundai,i20,Asta Option 1.2     ,Kochi,2016,61012,Petrol,Manual,First,19,1197,82,5,,600000,,,10,210,4,1,0,-1
203,Skoda,Fabia,1.4 MPI Ambiente     ,Jaipur,2009,87459,Petrol,Manual,First,15,1390,85,5,,275000,orange,excellent,25,75,4,1,0,6
204,Tata,Indigo,eCS GLX      ,Pune,2010,70500,Petrol,Manual,First,16,1193,64,5,,150000,silver,,27,97,4,1,0,9
205,Audi,Q3,2012-2015 35 TDI Quattro Premium Plus  ,Delhi,2015,64103,Diesel,Automatic,First,16,1968,174,5,,1989999,white,good,1,135,1,0,0,10
206,Skoda,Octavia,Elegance 1.8 TSI AT    ,Mumbai,2014,76000,Petrol,Automatic,First,15,1798,178,5,,1000000,,,25,121,4,0,0,-1
207,Toyota,Etios,Liva GD SP     ,Delhi,2014,104000,Diesel,Manual,First,24,1364,67,5,,300000,black,,28,72,1,1,0,0
208,Maruti,Swift,1.3 VXi      ,Kolkata,2010,42001,Petrol,Manual,First,16,,,,,211000,white,excellent,18,169,4,1,0,10
209,Mercedes-Benz,B,Class B180      ,Kochi,2014,37245,Petrol,Automatic,First,15,1595,121,5,,1196000,white,excellent,19,22,4,0,0,10
210,Honda,Amaze,S Diesel      ,Kolkata,2013,45000,Diesel,Manual,First,27,1498,99,5,8.54 Lakh,325000,white,good,9,16,1,1,0,10
211,Hyundai,Verna,1.6 SX      ,Jaipur,2012,117837,Diesel,Manual,Second,22,1582,126,5,,475000,red,excellent,10,184,1,1,2,8
212,Renault,Duster,85PS Diesel RxL Optional    ,Mumbai,2014,30000,Diesel,Manual,First,20,1461,84,5,,595000,,excellent,24,57,1,1,0,-1
213,Hyundai,Creta,1.6 VTVT S     ,Delhi,2015,27057,Petrol,Manual,Second,15,1591,121,5,,815000,grey,like new,10,53,4,1,2,5
214,Maruti,Wagon R,R AMT VXI     ,Mumbai,2016,8500,Petrol,Automatic,First,21,998,67,5,,422000,white,excellent,18,189,4,0,0,10
215,Mercedes-Benz,New,C-Class C250 Avantgarde     ,Kolkata,2010,30500,Petrol,Automatic,First,12,1796,186,5,,1050000,white,,19,118,4,0,0,10
216,Audi,A8,L 3 TDI quattro    ,Delhi,2012,56000,Diesel,Automatic,First,12,2967,247,5,,4500000,white,excellent,1,13,1,0,0,10
217,Hyundai,i10,Magna 1.1      ,Pune,2012,44000,Petrol,Manual,Second,20,1086,68,5,,290000,,,10,209,4,1,2,-1
218,Skoda,Rapid,1.6 MPI AT Style Black Package  ,Mumbai,2017,10500,Petrol,Automatic,First,14,1598,104,5,,890000,white,good,25,142,4,0,0,10
219,Skoda,Superb,Style 1.8 TSI AT    ,Hyderabad,2017,26000,Petrol,Automatic,First,15,1798,177,5,33.58 Lakh,2600000,blue,excellent,25,168,4,0,0,1
220,Hyundai,i20,Active 1.2 SX     ,Coimbatore,2018,25166,Petrol,Manual,First,17,1197,82,5,,822000,black,fair,10,210,4,1,0,0
221,Honda,Amaze,VX i-DTEC      ,Kolkata,2014,64000,Diesel,Manual,Second,26,1498,99,5,,350000,red,excellent,9,16,1,1,2,8
222,Maruti,Wagon R,LXI      ,Chennai,2004,61000,Petrol,Manual,Second,19,998,67,5,,125000,blue,,18,189,4,1,2,1
223,Mahindra,Verito,1.5 D4 BSIV     ,Hyderabad,2013,107000,Diesel,Manual,First,21,1461,65,5,9.12 Lakh,370000,,excellent,17,183,1,1,0,-1
224,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C  ,Coimbatore,2018,29161,Diesel,Automatic,First,19,2143,168,5,,3940999,white,good,19,118,1,0,0,10
225,Maruti,Wagon R,R VXI      ,Kolkata,2013,32000,Petrol,Manual,First,23,998,67,5,5.29 Lakh,265000,black,excellent,18,189,4,1,0,0
226,Nissan,Terrano,XV Premium 110 PS Anniversary Edition  ,Coimbatore,2015,46173,Diesel,Manual,Second,19,1461,109,5,,892000,white,good,22,174,1,1,2,10
227,Maruti,Swift,VDI BSIV      ,Delhi,2013,47000,Diesel,Manual,First,18,1248,null ,5,,409999,black,good,18,169,1,1,0,0
228,Mini,Cooper,Convertible S      ,Kochi,2017,26327,Petrol,Automatic,First,17,1998,189,4,44.28 Lakh,3567000,grey,good,20,50,4,0,0,5
229,Ford,Figo,Diesel       ,Bangalore,2015,70436,Diesel,Manual,First,0,1498,99,,,360000,silver,good,8,77,1,1,0,9
230,Tata,Indica,V2 DLS BSII     ,Jaipur,2007,200000,Diesel,Manual,Second,17,1396,54,5,,85000,white,good,27,96,1,1,2,10
231,Chevrolet,Beat,LT       ,Kochi,2016,60813,Petrol,Manual,Second,19,1199,77,5,,332000,white,excellent,4,26,4,1,2,10
232,Volkswagen,Polo,Diesel Comfortline 1.2L     ,Mumbai,2012,45000,Diesel,Manual,First,22,1199,74,5,,360000,,,29,131,1,1,0,-1
233,Maruti,Swift,ZDi       ,Hyderabad,2016,64000,Diesel,Manual,First,23,1248,74,5,,680000,green,like new,18,169,1,1,0,4
234,Ford,Figo,Diesel EXI      ,Kolkata,2012,41284,Diesel,Manual,First,20,1399,68,5,,250000,white,excellent,8,77,1,1,0,10
235,Toyota,Innova,Crysta 2.8 GX AT    ,Kochi,2019,14165,Diesel,Automatic,First,11,2755,172,7,20.74 Lakh,1964000,white,good,28,98,1,0,0,10
236,Hyundai,Santa,Fe 4x4 AT     ,Mumbai,2011,67000,Diesel,Automatic,Second,12,2199,194,7,,700000,,,10,158,1,0,2,-1
237,Honda,City,i-VTEC V      ,Kolkata,2011,32572,Petrol,Manual,First,17,1497,117,5,11.74 Lakh,387000,black,,9,44,4,1,0,0
238,Hyundai,i20,1.2 Magna Executive     ,Kochi,2018,14960,Petrol,Manual,First,19,1197,82,5,,627000,blue,good,10,210,4,1,0,1
239,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C  ,Kochi,2015,55980,Diesel,Automatic,First,19,2143,168,5,,1812000,red,excellent,19,118,1,0,0,8
240,Chevrolet,Beat,Diesel LT      ,Mumbai,2013,74000,Diesel,Manual,First,25,936,58,5,,265000,green,,4,26,1,1,0,4
241,Hyundai,i20,Sportz 1.4 CRDi     ,Kochi,2015,56847,Diesel,Manual,First,23,1396,89,5,,720000,black,good,10,210,1,1,0,0
242,Toyota,Innova,2.5 Z Diesel 7 Seater   ,Coimbatore,2015,121374,Diesel,Manual,First,13,2494,101,7,,1430000,,,28,98,1,1,0,-1
243,Maruti,Ertiga,VDI       ,Chennai,2013,52000,Diesel,Manual,First,21,1248,89,7,,690000,grey,,18,69,1,1,0,5
244,Toyota,Innova,2.5 V Diesel 7-seater    ,Mumbai,2014,118000,Diesel,Manual,First,13,2494,102,7,,1075000,,,28,98,1,1,0,-1
245,Hyundai,Santro,Xing XO eRLX Euro II   ,Mumbai,2007,72000,Petrol,Manual,Third,17,1086,null ,5,,95000,white,,10,159,4,1,3,10
246,Honda,City,i VTEC V     ,Kochi,2016,33915,Petrol,Manual,First,18,1497,117,5,,809000,white,,9,44,4,1,0,10
247,BMW,X1,sDrive20d       ,Ahmedabad,2014,82002,Diesel,Automatic,First,17,1995,184,5,,1850000,white,good,2,191,1,0,0,10
248,Hyundai,Grand,i10 CRDi Era     ,Mumbai,2017,33000,Diesel,Manual,First,24,1120,70,5,,475000,white,,10,91,1,1,0,10
249,Maruti,Ciaz,1.3 Alpha      ,Chennai,2016,34000,Diesel,Manual,First,28,1248,89,5,,844999,,like new,18,43,1,1,0,-1
250,Skoda,Rapid,Leisure 1.6 TDI MT    ,Kolkata,2012,55000,Diesel,Manual,First,21,1598,104,5,,350000,grey,like new,25,142,1,1,0,5
251,Hyundai,Aent,CRDi       ,Kochi,2006,160538,Diesel,Manual,First,13,1493,82,5,,180000,,,10,14,1,1,0,-1
252,Volkswagen,Polo,GT 1.5 TDI     ,Jaipur,2014,60000,Diesel,Manual,Second,20,1498,104,5,,370000,,good,29,131,1,1,2,-1
253,Honda,Jazz,1.2 VX i VTEC    ,Coimbatore,2017,49575,Petrol,Manual,First,19,1199,89,5,,717000,blue,excellent,9,99,4,1,0,1
254,Hyundai,i10,Era       ,Jaipur,2010,83000,Petrol,Manual,First,20,1086,68,5,,175000,white,good,10,209,4,1,0,10
255,Hyundai,Tucson,2 e-VGT 2WD AT GLS   ,Kochi,2018,51346,Diesel,Automatic,First,16,1995,183,5,,2199000,,good,10,179,1,0,0,-1
256,Toyota,Innova,Crysta 2.4 ZX MT    ,Pune,2017,43000,Diesel,Manual,First,14,2393,148,7,25.52 Lakh,1864999,,good,28,98,1,1,0,-1
257,Maruti,Omni,MPI CARGO BSIII W/ IMMOBILISER   ,Jaipur,2011,35000,Petrol,Manual,Third,20,796,35,5,,185000,,,18,122,4,1,3,-1
258,Maruti,Swift,VXI BSIV      ,Coimbatore,2017,27872,Petrol,Manual,Second,20,1197,82,5,,595000,silver,excellent,18,169,4,1,2,9
259,Hyundai,Grand,i10 Magna      ,Mumbai,2014,16514,Petrol,Manual,First,19,1197,82,5,,375000,black,good,10,91,4,1,0,0
260,Maruti,Swift,VDI       ,Pune,2012,120000,Diesel,Manual,First,23,1248,74,5,,375000,grey,good,18,169,1,1,0,5
261,Hyundai,Verna,CRDi 1.6 SX     ,Hyderabad,2008,143275,Diesel,Manual,First,22,1582,126,5,14.07 Lakh,260000,silver,good,10,184,1,1,0,9
262,Hyundai,Santro,Xing XL      ,Hyderabad,2006,99000,Petrol,Manual,First,0,1086,null ,5,,175000,green,like new,10,159,4,1,0,4
263,Hyundai,i20,1.2 Sportz      ,Mumbai,2010,52000,Petrol,Manual,First,17,1197,80,5,,280000,orange,like new,10,210,4,1,0,6
264,Mercedes-Benz,GLE,350d       ,Coimbatore,2017,29819,Diesel,Automatic,First,12,2987,255,5,95.13 Lakh,6129000,red,excellent,19,86,1,0,0,8
265,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC   ,Bangalore,2014,57000,Diesel,Manual,Second,16,2148,170,5,,1800000,,,19,118,1,1,2,-1
266,Maruti,Ritz,ZDi       ,Hyderabad,2014,88500,Diesel,Manual,First,23,1248,74,5,,434999,silver,excellent,18,145,1,1,0,9
267,Hyundai,Creta,1.6 CRDi SX     ,Bangalore,2016,28000,Diesel,Manual,First,20,1582,126,5,,1375000,black,excellent,10,53,1,1,0,0
268,Maruti,A-Star,Vxi       ,Pune,2010,67000,Petrol,Manual,First,19,998,66,5,,200000,blue,,18,8,4,1,0,1
269,Renault,Duster,110PS Diesel RXZ Option    ,Delhi,2016,26000,Diesel,Manual,First,20,1461,108,5,,1000000,grey,like new,24,57,1,1,0,5
270,Fiat,Grande,Punto 1.3 Emotion Pack (Diesel)   ,Delhi,2010,120000,Diesel,Manual,First,18,1248,76,5,,165000,black,excellent,6,92,1,1,0,0
271,BMW,X3,xDrive30d M Sport     ,Coimbatore,2017,51982,Diesel,Automatic,First,17,2993,258,5,,4577000,,,2,192,1,0,0,-1
272,Hyundai,i10,Sportz       ,Bangalore,2010,36000,Petrol,Manual,Second,20,1197,79,5,,325000,black,excellent,10,209,4,1,2,0
273,Toyota,Innova,2.5 G4 Diesel 7-seater    ,Pune,2016,47000,Diesel,Manual,First,13,2494,102,7,,1280000,red,excellent,28,98,1,1,0,8
274,Maruti,Zen,VXI BSII      ,Mumbai,2002,60000,Petrol,Manual,Third,17,993,60,5,,55000,silver,good,18,207,4,1,3,9
275,Maruti,Swift,VDI       ,Hyderabad,2018,31025,Diesel,Manual,First,28,1248,74,5,,715000,white,good,18,169,1,1,0,10
276,Mahindra,Scorpio,VLX 2.2 mHawk Airbag BSIV   ,Pune,2013,105000,Diesel,Manual,Second,12,2179,120,8,,700000,,good,17,161,1,1,2,-1
277,Tata,Zest,Quadrajet 1.3 75PS XE    ,Pune,2017,121900,Diesel,Manual,First,23,1248,74,5,8.34 Lakh,375000,brown,good,27,208,1,1,0,2
278,Ford,EcoSport,1 Ecoboost Titanium Plus    ,Mumbai,2017,22695,Petrol,Manual,First,19,999,123,5,,850000,black,excellent,8,62,4,1,0,0
279,Maruti,Swift,Dzire ZDI      ,Jaipur,2012,73000,Diesel,Manual,First,23,1248,74,5,,434999,,,18,169,1,1,0,-1
280,Maruti,Alto,800 LXI      ,Kochi,2016,32227,Petrol,Manual,First,23,796,47,5,,326000,black,,18,15,4,1,0,0
281,Honda,City,1.5 S MT     ,Jaipur,2011,55000,Petrol,Manual,First,17,1497,118,5,,421000,red,like new,9,44,4,1,0,8
282,Audi,Q7,3 TDI Quattro Technology    ,Kochi,2018,11287,Diesel,Automatic,First,12,2967,241,7,,7036000,,,1,137,1,0,0,-1
283,Skoda,Laura,1.9 TDI AT Ambiente    ,Mumbai,2009,48000,Diesel,Automatic,Second,17,1896,105,5,,295000,,,25,106,1,0,2,-1
284,Hyundai,Verna,1.6 SX VTVT (O)    ,Kochi,2012,54308,Petrol,Manual,First,17,1591,121,5,,428000,red,good,10,184,4,1,0,8
285,Honda,City,1.5 V AT     ,Jaipur,2009,78442,Petrol,Automatic,First,17,1497,118,5,,357000,,,9,44,4,0,0,-1
286,Hyundai,i20,Magna Optional 1.4 CRDi    ,Kolkata,2013,46000,Diesel,Manual,First,22,1396,89,5,,311000,black,,10,210,1,1,0,0
287,Hyundai,i20,Sportz AT 1.4     ,Coimbatore,2014,45051,Petrol,Automatic,First,15,1396,99,5,,596000,,good,10,210,4,0,0,-1
288,Volkswagen,Vento,Diesel Highline      ,Hyderabad,2011,69000,Diesel,Manual,First,21,1598,104,5,,470000,blue,good,29,181,1,1,0,1
289,Honda,City,i VTEC VX     ,Ahmedabad,2014,49000,Petrol,Manual,First,17,1497,117,5,,690000,red,good,9,44,4,1,0,8
290,Tata,Zest,Quadrajet 1.3 75PS XE    ,Pune,2018,45000,Diesel,Manual,First,23,1248,74,5,8.34 Lakh,525000,black,good,27,208,1,1,0,0
291,BMW,5,Series 2003-2012 520d     ,Pune,2015,64000,Diesel,Automatic,First,18,1995,177,5,,2800000,silver,like new,2,3,1,0,0,9
292,Maruti,Wagon R,LXI Minor     ,Delhi,2009,60000,Petrol,Manual,First,19,1061,67,5,,135000,black,excellent,18,189,4,1,0,0
293,Honda,Jazz,VX       ,Delhi,2015,62178,Petrol,Manual,First,18,1199,89,5,8.85 Lakh,484999,,good,9,99,4,1,0,-1
294,Volkswagen,Jetta,2007-2011 2 TDI Comfortline    ,Coimbatore,2012,58006,Diesel,Manual,First,15,1896,105,5,,670000,black,good,29,101,1,1,0,0
295,Hyundai,i10,Magna 1.2      ,Hyderabad,2010,74000,Petrol,Manual,First,20,1197,79,5,,310000,blue,good,10,209,4,1,0,1
296,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde   ,Kochi,2015,77771,Diesel,Automatic,First,19,2143,170,5,,1864000,silver,,19,118,1,0,0,9
297,Hyundai,i10,Magna 1.2 iTech SE    ,Pune,2012,45275,Petrol,Manual,First,20,1197,79,5,,280000,white,,10,209,4,1,0,10
298,Toyota,Innova,Crysta 2.4 ZX MT    ,Chennai,2016,48000,Diesel,Manual,First,14,2393,148,7,25.4 Lakh,2025000,,,28,98,1,1,0,-1
299,Audi,A6,2011-2015 2 TDI Technology    ,Kochi,2015,31652,Diesel,Automatic,First,18,1968,174,5,,2678000,blue,good,1,11,1,0,0,1
300,Toyota,Innova,2.5 VX (Diesel) 7 Seater   ,Hyderabad,2010,109000,Diesel,Manual,Second,13,2494,101,7,,826000,black,good,28,98,1,1,2,0
301,Volkswagen,Polo,Petrol Trendline 1.2L     ,Mumbai,2015,31978,Petrol,Manual,First,16,1198,74,5,,389000,,,29,131,4,1,0,-1
302,Maruti,Alto,K10 LXI      ,Hyderabad,2011,70000,Petrol,Manual,First,21,998,67,5,,210000,,,18,15,4,1,0,-1
303,Honda,City,i-VTEC CVT ZX     ,Mumbai,2017,15000,Petrol,Automatic,First,18,1497,117,5,16.67 Lakh,1269000,red,excellent,9,44,4,0,0,8
304,Tata,Indigo,LX       ,Coimbatore,2013,59138,Diesel,Manual,First,17,1405,70,5,,258000,,,27,97,1,1,0,-1
305,Audi,A6,2011-2015 2 TDI Premium Plus   ,Kochi,2014,61726,Diesel,Automatic,First,18,1968,174,5,,2077000,,,1,11,1,0,0,-1
306,Mercedes-Benz,GLA,Class 200 CDI SPORT    ,Delhi,2015,48000,Diesel,Automatic,First,18,2143,136,5,,2026000,,,19,84,1,0,0,-1
307,Hyundai,Santro,Xing XL      ,Chennai,2006,58000,Petrol,Manual,Second,0,1086,null ,5,,150000,,,10,159,4,1,2,-1
308,Maruti,Swift,VDI BSIV      ,Kolkata,2011,60020,Diesel,Manual,First,18,1248,null ,5,,250000,,,18,169,1,1,0,-1
309,Maruti,Celerio,VXI AT      ,Hyderabad,2014,77815,Petrol,Automatic,First,23,998,67,5,,425000,,good,18,42,4,0,0,-1
310,Mercedes-Benz,GLE,250d       ,Hyderabad,2017,29000,Diesel,Automatic,First,18,2143,201,5,79.43 Lakh,5700000,,,19,86,1,0,0,-1
311,Land,Rover,Range Rover HSE Dynamic    ,Delhi,2017,44000,Diesel,Automatic,First,13,2179,188,5,,4400000,,,16,146,1,0,0,-1
312,Volkswagen,Vento,Diesel Trendline      ,Hyderabad,2011,108626,Diesel,Manual,First,21,1598,104,5,,365000,,,29,181,1,1,0,-1
313,Maruti,Omni,8 Seater BSIV     ,Hyderabad,2012,71791,Petrol,Manual,First,14,796,35,5,,204999,silver,,18,122,4,1,0,9
314,Honda,Brio,1.2 VX MT     ,Kochi,2012,91931,Petrol,Manual,First,19,1198,87,5,6.62 Lakh,313000,,,9,31,4,1,0,-1
315,Tata,Sumo,Delux       ,Hyderabad,2000,158000,Diesel,Manual,Second,14,2956,83,7,,150000,white,,27,166,1,1,2,10
316,Tata,Indica,Vista Aura 1.3 Quadrajet    ,Pune,2012,91183,Diesel,Manual,First,18,1248,75,5,,285000,,,27,96,1,1,0,-1
317,Maruti,Wagon R,LXI BS IV    ,Delhi,2012,65000,Petrol,Manual,First,19,998,67,5,,265000,,excellent,18,189,4,1,0,-1
318,Mahindra,XUV500,W8 4WD      ,Hyderabad,2015,88428,Diesel,Manual,First,16,2179,140,7,,1060000,,excellent,17,201,1,1,0,-1
319,Tata,Indigo,LS Dicor      ,Pune,2008,138000,Diesel,Manual,Second,17,1396,70,5,,125000,grey,good,27,97,1,1,2,5
320,Maruti,Ertiga,Paseo VXI      ,Mumbai,2018,18000,Petrol,Manual,First,16,1373,94,7,,825000,black,,18,69,4,1,0,0
321,Honda,Aord,2.4 A/T      ,Mumbai,2011,60000,Petrol,Automatic,First,12,2354,178,5,,445000,,excellent,9,18,4,0,0,-1
322,Maruti,Swift,Dzire VDi      ,Kolkata,2012,48000,Diesel,Manual,First,19,1248,74,5,,370000,black,excellent,18,169,1,1,0,0
323,Ford,Fiesta,EXi 1.4 TDCi Ltd    ,Hyderabad,2009,160000,Diesel,Manual,First,18,1399,68,5,,280000,yellow,good,8,76,1,1,0,11
324,Honda,City,ZX GXi      ,Kolkata,2008,40000,Petrol,Manual,First,18,1497,78,5,,180000,,,9,44,4,1,0,-1
325,Audi,A6,2011-2015 2 TDI Premium Plus   ,Kochi,2014,51495,Diesel,Automatic,First,18,1968,174,5,,2195000,,,1,11,1,0,0,-1
326,BMW,6,Series 640d Gran Coupe    ,Mumbai,2011,30000,Diesel,Automatic,First,10,2993,313,4,,4900000,,,2,4,1,0,0,-1
327,Audi,Q7,45 TDI Quattro Technology    ,Coimbatore,2017,97430,Diesel,Automatic,First,15,2967,245,7,1.04 Cr,6267000,,,1,137,1,0,0,-1
328,Maruti,Zen,Estilo LXI Green (CNG)    ,Pune,2008,42496,CNG,Manual,First,26,998,67,5,,140000,,,18,207,0,1,0,-1
329,Hyundai,i20,1.4 CRDi Asta     ,Pune,2012,83000,Diesel,Manual,First,23,1396,90,5,,550000,green,good,10,210,1,1,0,4
330,Hyundai,i10,Sportz AT      ,Bangalore,2009,37000,Petrol,Automatic,Third,17,1197,79,5,,295000,grey,good,10,209,4,0,3,5
331,Honda,Jazz,1.2 V CVT i VTEC   ,Kochi,2016,28503,Petrol,Automatic,First,19,1199,89,5,,686000,white,good,9,99,4,0,0,10
332,Maruti,Swift,VDI BSIV      ,Hyderabad,2015,76496,Diesel,Manual,First,25,1248,74,5,,615000,blue,excellent,18,169,1,1,0,1
333,Hyundai,i20,Asta 1.2      ,Pune,2011,79152,Petrol,Manual,Second,19,1197,83,5,,330000,,good,10,210,4,1,2,-1
334,Volkswagen,Polo,Petrol Comfortline 1.2L     ,Kolkata,2011,32000,Petrol,Manual,First,16,1198,74,5,,254999,custom,excellent,29,131,4,1,0,3
335,Maruti,Alto,LXi       ,Ahmedabad,2009,35000,Petrol,Manual,First,20,796,46,5,,150000,,,18,15,4,1,0,-1
336,Toyota,Corolla,H4       ,Chennai,2004,105000,Petrol,Automatic,Second,11,1794,125,5,,250000,white,fair,28,51,4,0,2,10
337,Maruti,Alto,LXi       ,Chennai,2006,56000,Petrol,Manual,Second,20,796,46,5,,140000,white,like new,18,15,4,1,2,10
338,Tata,Manza,ELAN Quadrajet BS IV    ,Pune,2012,73000,Diesel,Manual,First,21,1248,89,5,,340000,,excellent,27,112,1,1,0,-1
339,Maruti,Alto,LXi       ,Pune,2012,38000,Petrol,Manual,First,20,796,46,5,,225000,silver,,18,15,4,1,0,9
340,Skoda,Octavia,Ambition Plus 2 TDI AT   ,Kolkata,2013,775000,Diesel,Automatic,First,19,1968,141,5,,750000,,,25,121,1,0,0,-1
341,Toyota,Corolla,H4       ,Kolkata,2008,80000,Petrol,Automatic,First,11,1794,125,5,,280000,red,excellent,28,51,4,0,0,8
342,Hyundai,i20,Asta Option 1.2     ,Coimbatore,2016,24973,Petrol,Manual,First,19,1197,82,5,,766000,blue,excellent,10,210,4,1,0,1
343,Maruti,Vitara,Brezza LDi      ,Chennai,2016,45000,Diesel,Manual,First,24,1248,89,5,9.12 Lakh,715000,silver,,18,186,1,1,0,9
344,Honda,City,1.5 V MT     ,Delhi,2010,87430,Petrol,Manual,First,17,1497,118,5,,350000,,,9,44,4,1,0,-1
345,Tata,Indica,Vista Aqua 1.3 Quadrajet    ,Hyderabad,2014,133944,Diesel,Manual,Second,18,1248,75,5,,350000,,,27,96,1,1,2,-1
346,Honda,Amaze,S i-Dtech      ,Kolkata,2013,57000,Diesel,Manual,First,26,1498,99,5,,345000,grey,,9,16,1,1,0,5
347,Hyundai,EON,D Lite Plus     ,Coimbatore,2016,27904,Petrol,Manual,First,21,814,55,5,,355000,,,10,61,4,1,0,-1
348,BMW,3,Series Luxury Line     ,Kochi,2015,30717,Diesel,Automatic,Second,22,1995,190,5,58.67 Lakh,2599000,grey,excellent,2,2,1,0,2,5
349,Hyundai,Verna,1.6 SX      ,Bangalore,2012,80000,Diesel,Manual,First,22,1582,126,5,,525000,black,excellent,10,184,1,1,0,0
350,Tata,Manza,Club Class Quadrajet90 LS    ,Ahmedabad,2013,47304,Diesel,Manual,First,21,1248,89,5,,290000,brown,excellent,27,112,1,1,0,2
351,Skoda,Octavia,RS       ,Jaipur,2005,100000,Petrol,Automatic,First,14,1984,227,5,28.37 Lakh,204999,white,fair,25,121,4,0,0,10
352,Maruti,Alto,K10 VXI      ,Pune,2017,30000,Petrol,Manual,First,24,998,67,5,4.48 Lakh,375000,red,good,18,15,4,1,0,8
353,Ford,Ecosport,1.5 DV5 MT Titanium Optional   ,Mumbai,2014,68000,Diesel,Manual,First,23,1498,90,5,,675000,,fair,8,63,1,1,0,-1
